timestamp,symbol,price
2025-10-01 09:30:00,AAPL,169.89
2025-10-01 09:30:00,MSFT,320.22
2025-10-01 09:30:00,SPY,430.06
2025-10-01 09:30:01,AAPL,169.41
2025-10-01 09:30:01,MSFT,319.76
2025-10-01 09:30:01,SPY,429.77
2025-10-01 09:30:02,AAPL,169.73
2025-10-01 09:30:02,MSFT,319.54
2025-10-01 09:30:02,SPY,429.97
2025-10-01 09:30:03,AAPL,170.11
2025-10-01 09:30:03,MSFT,319.81
2025-10-01 09:30:03,SPY,429.56
2025-10-01 09:30:04,AAPL,170.24
2025-10-01 09:30:04,MSFT,320.29
2025-10-01 09:30:04,SPY,429.56
2025-10-01 09:30:05,AAPL,170.27
2025-10-01 09:30:05,MSFT,320.03
2025-10-01 09:30:05,SPY,429.82
2025-10-01 09:30:06,AAPL,170.05
2025-10-01 09:30:06,MSFT,320.15
2025-10-01 09:30:06,SPY,429.4
2025-10-01 09:30:07,AAPL,169.99
2025-10-01 09:30:07,MSFT,320.42
2025-10-01 09:30:07,SPY,429.78
2025-10-01 09:30:08,AAPL,170.0
2025-10-01 09:30:08,MSFT,320.75
2025-10-01 09:30:08,SPY,429.52
2025-10-01 09:30:09,AAPL,169.73
2025-10-01 09:30:09,MSFT,320.77
2025-10-01 09:30:09,SPY,429.04
2025-10-01 09:30:10,AAPL,169.72
2025-10-01 09:30:10,MSFT,320.86
2025-10-01 09:30:10,SPY,429.53
2025-10-01 09:30:11,AAPL,170.04
2025-10-01 09:30:11,MSFT,320.62
2025-10-01 09:30:11,SPY,430.01
2025-10-01 09:30:12,AAPL,170.18
2025-10-01 09:30:12,MSFT,321.0
2025-10-01 09:30:12,SPY,429.8
2025-10-01 09:30:13,AAPL,169.74
2025-10-01 09:30:13,MSFT,321.41
2025-10-01 09:30:13,SPY,429.79
2025-10-01 09:30:14,AAPL,169.25
2025-10-01 09:30:14,MSFT,321.51
2025-10-01 09:30:14,SPY,430.26
2025-10-01 09:30:15,AAPL,169.25
2025-10-01 09:30:15,MSFT,321.9
2025-10-01 09:30:15,SPY,429.84
2025-10-01 09:30:16,AAPL,169.03
2025-10-01 09:30:16,MSFT,321.73
2025-10-01 09:30:16,SPY,430.24
2025-10-01 09:30:17,AAPL,169.34
2025-10-01 09:30:17,MSFT,322.21
2025-10-01 09:30:17,SPY,430.5
2025-10-01 09:30:18,AAPL,169.48
2025-10-01 09:30:18,MSFT,321.8
2025-10-01 09:30:18,SPY,430.93
2025-10-01 09:30:19,AAPL,169.85
2025-10-01 09:30:19,MSFT,322.22
2025-10-01 09:30:19,SPY,430.96
2025-10-01 09:30:20,AAPL,170.22
2025-10-01 09:30:20,MSFT,322.54
2025-10-01 09:30:20,SPY,430.92
2025-10-01 09:30:21,AAPL,170.34
2025-10-01 09:30:21,MSFT,322.97
2025-10-01 09:30:21,SPY,430.48
2025-10-01 09:30:22,AAPL,170.59
2025-10-01 09:30:22,MSFT,322.98
2025-10-01 09:30:22,SPY,430.34
2025-10-01 09:30:23,AAPL,170.11
2025-10-01 09:30:23,MSFT,323.09
2025-10-01 09:30:23,SPY,430.76
2025-10-01 09:30:24,AAPL,170.09
2025-10-01 09:30:24,MSFT,322.81
2025-10-01 09:30:24,SPY,430.59
2025-10-01 09:30:25,AAPL,169.72
2025-10-01 09:30:25,MSFT,323.08
2025-10-01 09:30:25,SPY,430.99
2025-10-01 09:30:26,AAPL,169.73
2025-10-01 09:30:26,MSFT,322.67
2025-10-01 09:30:26,SPY,431.1
2025-10-01 09:30:27,AAPL,170.02
2025-10-01 09:30:27,MSFT,322.37
2025-10-01 09:30:27,SPY,430.7
2025-10-01 09:30:28,AAPL,170.46
2025-10-01 09:30:28,MSFT,322.69
2025-10-01 09:30:28,SPY,430.65
2025-10-01 09:30:29,AAPL,170.79
2025-10-01 09:30:29,MSFT,323.14
2025-10-01 09:30:29,SPY,430.33
2025-10-01 09:30:30,AAPL,170.38
2025-10-01 09:30:30,MSFT,322.73
2025-10-01 09:30:30,SPY,430.61
2025-10-01 09:30:31,AAPL,170.15
2025-10-01 09:30:31,MSFT,322.69
2025-10-01 09:30:31,SPY,430.45
2025-10-01 09:30:32,AAPL,170.38
2025-10-01 09:30:32,MSFT,322.85
2025-10-01 09:30:32,SPY,430.22
2025-10-01 09:30:33,AAPL,169.98
2025-10-01 09:30:33,MSFT,322.54
2025-10-01 09:30:33,SPY,430.33
2025-10-01 09:30:34,AAPL,170.13
2025-10-01 09:30:34,MSFT,322.91
2025-10-01 09:30:34,SPY,430.22
2025-10-01 09:30:35,AAPL,170.26
2025-10-01 09:30:35,MSFT,323.26
2025-10-01 09:30:35,SPY,430.49
2025-10-01 09:30:36,AAPL,170.58
2025-10-01 09:30:36,MSFT,323.5
2025-10-01 09:30:36,SPY,430.01
2025-10-01 09:30:37,AAPL,171.03
2025-10-01 09:30:37,MSFT,323.48
2025-10-01 09:30:37,SPY,430.3
2025-10-01 09:30:38,AAPL,170.7
2025-10-01 09:30:38,MSFT,323.49
2025-10-01 09:30:38,SPY,429.98
2025-10-01 09:30:39,AAPL,171.14
2025-10-01 09:30:39,MSFT,323.54
2025-10-01 09:30:39,SPY,430.1
2025-10-01 09:30:40,AAPL,171.47
2025-10-01 09:30:40,MSFT,323.97
2025-10-01 09:30:40,SPY,430.12
2025-10-01 09:30:41,AAPL,171.6
2025-10-01 09:30:41,MSFT,324.41
2025-10-01 09:30:41,SPY,430.37
2025-10-01 09:30:42,AAPL,171.59
2025-10-01 09:30:42,MSFT,324.83
2025-10-01 09:30:42,SPY,430.22
2025-10-01 09:30:43,AAPL,171.5
2025-10-01 09:30:43,MSFT,325.2
2025-10-01 09:30:43,SPY,430.18
2025-10-01 09:30:44,AAPL,171.41
2025-10-01 09:30:44,MSFT,325.38
2025-10-01 09:30:44,SPY,430.3
2025-10-01 09:30:45,AAPL,171.79
2025-10-01 09:30:45,MSFT,325.15
2025-10-01 09:30:45,SPY,430.78
2025-10-01 09:30:46,AAPL,172.09
2025-10-01 09:30:46,MSFT,324.68
2025-10-01 09:30:46,SPY,430.96
2025-10-01 09:30:47,AAPL,171.9
2025-10-01 09:30:47,MSFT,324.88
2025-10-01 09:30:47,SPY,431.44
2025-10-01 09:30:48,AAPL,171.64
2025-10-01 09:30:48,MSFT,325.24
2025-10-01 09:30:48,SPY,431.21
2025-10-01 09:30:49,AAPL,172.09
2025-10-01 09:30:49,MSFT,325.52
2025-10-01 09:30:49,SPY,430.81
2025-10-01 09:30:50,AAPL,171.86
2025-10-01 09:30:50,MSFT,325.81
2025-10-01 09:30:50,SPY,430.68
2025-10-01 09:30:51,AAPL,171.94
2025-10-01 09:30:51,MSFT,326.03
2025-10-01 09:30:51,SPY,430.4
2025-10-01 09:30:52,AAPL,171.58
2025-10-01 09:30:52,MSFT,326.4
2025-10-01 09:30:52,SPY,430.76
2025-10-01 09:30:53,AAPL,171.99
2025-10-01 09:30:53,MSFT,326.41
2025-10-01 09:30:53,SPY,430.63
2025-10-01 09:30:54,AAPL,172.3
2025-10-01 09:30:54,MSFT,326.59
2025-10-01 09:30:54,SPY,430.47
2025-10-01 09:30:55,AAPL,172.01
2025-10-01 09:30:55,MSFT,326.94
2025-10-01 09:30:55,SPY,430.05
2025-10-01 09:30:56,AAPL,172.19
2025-10-01 09:30:56,MSFT,327.32
2025-10-01 09:30:56,SPY,430.11
2025-10-01 09:30:57,AAPL,171.81
2025-10-01 09:30:57,MSFT,327.26
2025-10-01 09:30:57,SPY,430.51
2025-10-01 09:30:58,AAPL,171.85
2025-10-01 09:30:58,MSFT,327.57
2025-10-01 09:30:58,SPY,430.39
2025-10-01 09:30:59,AAPL,172.13
2025-10-01 09:30:59,MSFT,327.59
2025-10-01 09:30:59,SPY,430.77
2025-10-01 09:31:00,AAPL,171.71
2025-10-01 09:31:00,MSFT,327.73
2025-10-01 09:31:00,SPY,430.59
2025-10-01 09:31:01,AAPL,171.67
2025-10-01 09:31:01,MSFT,328.13
2025-10-01 09:31:01,SPY,430.1
2025-10-01 09:31:02,AAPL,171.35
2025-10-01 09:31:02,MSFT,328.63
2025-10-01 09:31:02,SPY,430.51
2025-10-01 09:31:03,AAPL,171.78
2025-10-01 09:31:03,MSFT,329.08
2025-10-01 09:31:03,SPY,430.71
2025-10-01 09:31:04,AAPL,171.49
2025-10-01 09:31:04,MSFT,329.57
2025-10-01 09:31:04,SPY,431.03
2025-10-01 09:31:05,AAPL,171.31
2025-10-01 09:31:05,MSFT,329.14
2025-10-01 09:31:05,SPY,430.99
2025-10-01 09:31:06,AAPL,171.06
2025-10-01 09:31:06,MSFT,329.14
2025-10-01 09:31:06,SPY,431.16
2025-10-01 09:31:07,AAPL,170.67
2025-10-01 09:31:07,MSFT,329.52
2025-10-01 09:31:07,SPY,431.06
2025-10-01 09:31:08,AAPL,170.45
2025-10-01 09:31:08,MSFT,329.28
2025-10-01 09:31:08,SPY,430.68
2025-10-01 09:31:09,AAPL,170.93
2025-10-01 09:31:09,MSFT,329.24
2025-10-01 09:31:09,SPY,430.32
2025-10-01 09:31:10,AAPL,171.01
2025-10-01 09:31:10,MSFT,329.7
2025-10-01 09:31:10,SPY,430.05
2025-10-01 09:31:11,AAPL,171.36
2025-10-01 09:31:11,MSFT,329.95
2025-10-01 09:31:11,SPY,429.67
2025-10-01 09:31:12,AAPL,171.46
2025-10-01 09:31:12,MSFT,330.0
2025-10-01 09:31:12,SPY,429.69
2025-10-01 09:31:13,AAPL,171.96
2025-10-01 09:31:13,MSFT,329.84
2025-10-01 09:31:13,SPY,429.54
2025-10-01 09:31:14,AAPL,171.55
2025-10-01 09:31:14,MSFT,330.23
2025-10-01 09:31:14,SPY,429.4
